product_id,product_name,product_description,category_id,category_name
14591,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14592,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,88,Men's Fashion
14593,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14594,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14595,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14596,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,88,Men's Fashion
14597,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14598,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,88,Men's Fashion
14599,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14600,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14601,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14602,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14603,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14604,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14605,Complete set senator(kaftan) Dress,Beautiful senator or kaftan for men cap and complete up and down  set is 60k,242,Clothing
14606,Crystal Clock,Crystal clock,283,Wall Art
14607,Crystal Clock and frames,Crystal Clock and frames,283,Wall Art
14608,Shaving Machine,"Pro Yoko  rechargeable shaving machine 

3 in 1",52,Hair care
14609,Blind Set,Blind Set,280,Home Decor
14610,Blind Set,Blind Set,280,Home Decor
14611,Blind Set,Blind Set,280,Home Decor
14612,Blind Set,Blind Set,280,Home Decor
14613,Blind Set,Blind Set,280,Home Decor
14614,Blind Set,Blind Set,280,Home Decor
14615,Blind Set,Blind Set,280,Home Decor
14616,Blind Set,Blind Set,280,Home Decor
14617,Tuxedo men Suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14618,Tuxedo men Suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14619,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14620,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14621,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14622,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14623,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14624,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14625,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14626,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,88,Men's Fashion
14627,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14628,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14629,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14630,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14631,Tuxedo men suit,Tuxedo men suits 3 piece for just men,88,Men's Fashion
14632,Complete African wear (Agbada),250 Tuxedo men suits 3 piece for just for men,242,Clothing
14633,250 Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14634,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14635,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,88,Men's Fashion
14636,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,88,Men's Fashion
14637,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14638,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14639,Tuxedo men suit,250 Tuxedo men suits 3 piece for just for men,242,Clothing
14640,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14641,Complete African wear (Agbada),Tuxedo men suits 3 piece for just for men,242,Clothing
14642,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14643,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14644,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14645,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14646,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14647,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14648,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14649,Complete African wear (Agbada),Tuxedo men suits 3 piece for just for men,242,Clothing
14650,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14651,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14652,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14653,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14654,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14655,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14656,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14657,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,88,Men's Fashion
14658,Complete African wear (Agbada),Tuxedo men suits 3 piece for just for men,242,Clothing
14659,Tuxedo men suit,Tuxedo men suits 3 piece for just for men,242,Clothing
14661,Dell Precision 3560,"Dell Precision 3560
Core i7 11th Generation 
16GB Ram 
256GB 
Windows 11 Family

Nvidia GeForce 
2GB Dedicated DDR6",154, Laptops
14662,Dell G7,"Dell G7

Fairly used 

Core i7

32GB Ram

1TB SSD

Nvidia GeForce RTX 2070 with Max-Q Design 

8GB Dedicated Memory DDR6",154, Laptops
14663,Acer Chrome Book,"Acer Chrome Book

Core i3

4GB Ram

128GB  SSD",154, Laptops
14664,Dell Chrome Book,"Dell Chrome Book 

Core i3

4GB Ram

128GB",154, Laptops
14665,Acer Chrome Book 360 Touch Screen,"Acer Chrome Book 

360 Touch Screen

4GB Ram

64GB SSD",154, Laptops
14666,Samsung Galaxy Note 5,"Samsung Galaxy Note 5

Fairly used 

32GB",61,Smartphones
14667,Plantain Chips,"Plantain Chips 

Available in unripe and semi ripe",376,Bakery & Pastries
14668,Handbag,White hand bag with mini bag,257,Handbags & Wallets
14669,Handbag,Brown Aldo handbag ? with purse .,257,Handbags & Wallets
14670,Handbag,Silver Handbag with mini bag and Purse,257,Handbags & Wallets
14671,Handbag,Red handbag with mini bag and purse,257,Handbags & Wallets
14672,Handbag,Red handbag with mini bag and purse,257,Handbags & Wallets
14673,Handbag,Black handbag,257,Handbags & Wallets
14674,Handbag,Orange handbag with mini bag and purse,257,Handbags & Wallets
14675,Bottega Veneta,"Bottega Veneta

Pour  Homme 

Disponible en Taille 43",250,Sneakers
14676,Handbag,Handbag available in several colours,257,Handbags & Wallets
14677,Teint Afrique Gamme  kareva,"Gamme Kareva 
Karate- aloe Vera",141,Body (Cosmetics)
14678,Teint Afrique lotion réparatrice,Teint Afrique lotion réparatrice,141,Body (Cosmetics)
14679,Gamme Reparatrice,Gamme Reparatrice,141,Body (Cosmetics)
14680,Gamme Carma,Gamme Carma,141,Body (Cosmetics)
14681,Savon D’escargot,Savon D’escargot,141,Body (Cosmetics)
14682,Gel de douche,Gel douche 3 en 1,141,Body (Cosmetics)
14683,Gamme Cittere,Gamme Cittere,141,Body (Cosmetics)
14684,Glycerine  Vegetale,Glycérine Vegetale,141,Body (Cosmetics)
14685,Male Face cap,Male Face Cap,244,Accessories
14686,Casual T-shirt,Casual male T-shirt,247,T-shirts
14687,disque dur externe 1tera,Disque dur externe 1terra Toshiba,164,External Hard Drives
14688,Voiture pour enfant,Quality,181,Activity Play Centers
14689,Hand Blender,02 Years guarantee,300, Mixing & Blending
14690,Blender,02 years garantee,300, Mixing & Blending
14691,Classeur,.,290,Storage & Organization
14692,Machine a cafe expresso,.,299, Kettles
14693,Batteuse,.,285,Bake ware
14694,Nettoyeur 2 en 1,..,302, Vacuum Cleaners
14695,Mixeur,.,300, Mixing & Blending
14696,Blendeur a fruits,.,300, Mixing & Blending
14697,Tourne disque,.,379,Other Products
14698,Cadre photos,.,290,Storage & Organization
14699,Lingerie fine rose,Lingerie fine rose  taille s,258,Underwear & Sleepwear
14700,Montre Lacoste,Lacoste montre homme,244,Accessories
14701,Chaîne Doré,Chaine doré Hermès unisex,412,Unisex
14702,Cartier Montre & bracelet en cuir noire,Cartier Montre & bracelet en cuir noire Homme,264,Men's Watches
14703,Set Collier & Bracelet,Collier & bracelet,256,Jewelry
14704,Montre MK,Montre MK,264,Men's Watches
14705,Crop Top,Crop top jaune taille S stretch,253,Clothing
14706,Bodysuit,Body suit blanc taille S,253,Clothing
14707,Bijoux ( Chaîne et boucles),Bijoux ( Chaîne et boucles),256,Jewelry
14708,Mule noire,"Mule noire YAYA 

pointure 39",254,Shoes
14709,Mule Nude,Mule Nude,254,Shoes
14710,Bracelet,2000 la pièce,256,Jewelry
14711,Montre forecast,Montre Forecast femme,265,Women's Watches
14712,Montre Tissot,Montre Tissot,264,Men's Watches
14713,Bracelet,Bracelet avec boucle-ceinture 4000fr,256,Jewelry
14714,Parure Bijoux,Parure Bijoux ( chaîne & boucles),256,Jewelry
14715,Montre Quartz,Montre Homme Quartz,264,Men's Watches
14716,Charm bracelet,Charme bracelet,256,Jewelry
14717,Mules,"Mules orange 

P 37",254,Shoes
14718,Montre Calvin Klein,Montre Calvin Klein,90,Watches
14719,Mules,"Mules Ego Blanc 

P 39",254,Shoes
14720,Necklace & Bracelet Set,Necklace & Bracelet Set,256,Jewelry
14721,Sleeveless T- shirt,Black Sleeveless T- shirt,416,T-Shirts
14722,Sleeveless T- shirt,Sleeveless T- shirt,415,Shoes
14723,Sleeveless T- shirt,Black Sleeveless T- shirt,416,T-Shirts
14724,Sleeveless T- shirt,Black Sleeveless T- shirt,416,T-Shirts
14725,Sleeveless T- shirt,Black Sleeveless T- shirt,416,T-Shirts
14726,Face Cap,Face cap,244,Accessories
14727,Face Cap,Face cap,244,Accessories
14728,Face Cap,Face cap,244,Accessories
14729,Face cap,Face cap,244,Accessories
14730,Face Cap,Face cap,244,Accessories
14731,Tennis,High Tops Tennis,413,Sneakers
14732,Joggings,Joggings ( Essentials),414,Clothing
14733,Bottega Slippers,Black Bottega Slippers,243,Shoes
14734,T shirt,White T shirt,416,T-Shirts
14735,T Shirt,Black Tshirt,416,T-Shirts
14736,T Shirt,White T shirt,416,T-Shirts
14737,T shirt,Grey T-shirt,416,T-Shirts
14738,T shirt,T shirt,416,T-Shirts
14739,T shirt,T-shirt,416,T-Shirts
14740,T-shirt,T-shirt,416,T-Shirts
14741,Hoodie,Hoodie,414,Clothing
14742,T-shirt,Black T-shirt,416,T-Shirts
14743,Hoodie,Black Hoodie,414,Clothing
14744,Gobelet thermos,.,286,Cutlery & Knife Accessories
14745,Plateau,.,286,Cutlery & Knife Accessories
14746,Barbe a papa,",",300, Mixing & Blending
14747,Scie sauteuse,.,392,Machines
14748,Yaourtiere,.,284,Cookware
14749,Ponceuse electrique,.,392,Machines
14750,Yaourtiere,.,284,Cookware
14751,.,.,392,Machines
14752,Presse Jus,.,284,Cookware
14753,Gamelle,.,286,Cutlery & Knife Accessories
14754,Chauffe eau,.,299, Kettles
14755,Box Storage,Tout les 04 a 12000F,286,Cutlery & Knife Accessories
14756,Tapis de course,.,205,Exercise Bikes
14757,Velo de Sport,.,205,Exercise Bikes
14758,Voiture pour enfant,",",169,Baby Boys
14759,Voiture pour enfant,Allant jusqu'a 08ans,169,Baby Boys
14760,Voiture pour enfant,.,170, Baby Girls
14761,Machine a cafe expresso,",",284,Cookware
14762,Chaise et table,.,18,Table
14763,Table d'appoint,.,18,Table
14764,Table,.,18,Table
14765,Tables,35000F les 03,18,Table
14766,Tables,.,18,Table
14767,Tabourets,",",18,Table
14768,Velo de Sport,.,205,Exercise Bikes
14769,Vase,.,290,Storage & Organization
14770,Bouteille cassable,.,284,Cookware
14771,Bouteille cassable,.,284,Cookware
14772,Jouet pour enfant,.,169,Baby Boys
14773,Plateau cassable,.,284,Cookware
14774,Plateau cassable,.,284,Cookware
14775,Tête de poupeé,.,379,Other Products
14776,.,.,288,Lighting
14777,Cabane a oiseau,.,379,Other Products
14778,Deco d'interieur,.,289,Stationery
14779,Storage,.,290,Storage & Organization
14780,Box Storage,.,290,Storage & Organization
14781,Bonhomme cassable,.,289,Stationery
14782,Coussin,.,402,Sofas
14783,.,.,379,Other Products
14784,Vase,.,284,Cookware
14785,Deco d'interieur,.,289,Stationery
14786,Ver,.,286,Cutlery & Knife Accessories
14787,Panier,.,286,Cutlery & Knife Accessories
14788,Coussin,.,379,Other Products
14789,Flacon spray,.,379,Other Products
14790,Flacon spray,.,379,Other Products
14791,Table et chaises,.,18,Table
14792,Table et chaises,.,18,Table
14793,Chaussure dame,Chaussure italienne pointure 37 à 41,89,Women's Fashion
14794,Robot Multifonction,.,300, Mixing & Blending
14795,Chaussure dame,Chaussure italienne pointure 37 à 41,254,Shoes
14796,Chaussure dame,Chaussure italienne pointure 37 à 41,253,Clothing
14797,Chaussure dame,Chaussures italienne pointure 37à 41,254,Shoes
14798,Barbouche dame,Barbouche dame de qualité,254,Shoes
14799,Sac à Main pour femme,Sac à Main pour femme,257,Handbags & Wallets
14800,Chaussure pour homme,.,243,Shoes
14801,Chaussure pour homme,.,243,Shoes
14802,Chaussure pour homme,.,243,Shoes
14803,Chaussure pour homme,.,243,Shoes
14804,Chaussure pour homme,.,243,Shoes
14805,Chaussure pour homme,.,243,Shoes
14806,Chaussure pour homme,.,243,Shoes
14807,Chaussure pour homme,.,243,Shoes
14808,Chaussure pour homme,.,243,Shoes
14809,Chaussure pour homme,.,243,Shoes
14810,Chaussure pour homme,.,243,Shoes
14811,Chaussure pour homme,.,243,Shoes
14812,Male T-shirt,Quality,247,T-shirts
14813,Male T-shirt,Quality,247,T-shirts
14814,Long Sleeve Shirt,.,378,Shirts
14815,Pullover,.,242,Clothing
14816,Pullover,.,242,Clothing
14817,Male T-shirt,.,247,T-shirts
14818,Male T-shirt,.,247,T-shirts
14819,Pullover,",",242,Clothing
14820,Men Shoes,.,243,Shoes
14822,Gown,Red long green gown,89,Women's Fashion
14823,Dress,Short flare purple dress,260,Dresses
14824,Dress,White stretchy fitting dress,260,Dresses
14825,Gown,Long Red Dress,260,Dresses
14826,Gown,Lemon Green long flare dress,89,Women's Fashion
14827,Jumpsuit,Red jumpsuit,253,Clothing
14828,Gucci Shirt,Gucci shirt dress,260,Dresses
14829,Jumpsuit,White Jumpsuit,253,Clothing
14830,Handbag,Also handbag,257,Handbags & Wallets
14831,Handbag,Handbag,257,Handbags & Wallets
14832,Christian Dior Handbag,Red Christian Dior Handbag,257,Handbags & Wallets
14833,Hermes Handbag,Silver Hermès Handbag,257,Handbags & Wallets
14835,Lensel Bucket Handbag,Lensel Bucket Handbag,257,Handbags & Wallets
14836,Sac Hermès,Sac Hermès Bleu,257,Handbags & Wallets
14837,High heel Sandals,Bridal High Heel Sandals,254,Shoes
14838,High Heel Covered Shoes,High Heel Covered Shoes,254,Shoes
14839,Medium Heel Covered Shoe,"Medium Heel Covered Shoe

Size 39",254,Shoes
14840,High Heel Covered Shoe,High Chunk Heel Covered Shoe,254,Shoes
14841,High Heel Sandals,Purple High Heel Sandals,253,Clothing
14842,High Heel Sandals,Silver High Heel Sandals,254,Shoes
14843,High Heel Covered Shoe,"Silver High Heel Covered Shoe
Size 38",254,Shoes
14844,Medium Heel Covered Shoe,Medium Heel Covered Shoe,254,Shoes
14845,Ballerines,Balerines,254,Shoes
14846,High Heel Covered Shoe,High Heel Covered Shoe,254,Shoes
14847,High Heel Covered Shoe,"Silver High Heel Covered Shoe

Size 41",254,Shoes
14848,High Heel Covered Shoe,"White High Heel Covered Shoe

Size 38",254,Shoes
14849,Ballerine,Black Ballerine,254,Shoes
14850,High Heel Covered Shoe,Red High Heel Covered Shoe,254,Shoes
14851,Ballerine,Black Ballerine,254,Shoes
14852,High Heel Covered Shoe,"Silver Bridal High Heel Covered Shoe 

Size 38",254,Shoes
14853,High Heel Covered Shoe,Silver Bridal High Heel Covered Shoe,254,Shoes
14854,Medium Heel Covered Shoe,Purple Medium Heel Covered Shoe,254,Shoes
14855,Medium Heel Covered Shoe,Purple Medium Heel Covered Shoe,254,Shoes
14856,Medium Heel Sandals,"Silver Medium Heel Sandals

Size 37",254,Shoes
14857,Medium Heel Covered Shoe,"Red Medium Heel Covered Shoe

Size 39",254,Shoes
14858,OFFICIAL CAMEROON FECAFOOT RED PRO JERSEY,"OFFICIAL CAMEROON FECAFOOT RED PRO JERSEY

100% Polyester with technical fabric moister management
Cameroon Woven Patch
Indomitable Lion Patch
ONE Embroidery Patch
Sports mesh fabric on sleeve and back",209, Team Sport Accessories
14859,OFFICIAL CAMEROON FECAFOOT WHITE FAN WEAR JERSEY,"OFFICIAL CAMEROON FECAFOOT WHITE FAN WEAR JERSEY

100% Polyester 
Fully sublimated",247,T-shirts
14860,OFFICIAL CAMEROON FECAFOOT GREEN FAN WEAR JERSEY,OFFICIAL CAMEROON FECAFOOT GREEN FAN WEAR JERSEY,252,Jerseys
14861,Macbook Pro 2014,"Macbook Pro 2014

Core i7 

16GB Ram 

512GB SSD

Fairly used",154, Laptops
14862,Iphone 7 32GB,"Iphone 7 32GB 

Fairly used",61,Smartphones
14863,Samsung Galaxy Note 9,"Samsung Galaxy Note 9

Fairly Used",61,Smartphones
14864,Barbecue A Charbon et Gas,Barbecue A Charbon et Gase,284,Cookware
14865,Enhko Profetssional Circular Saw,"Enhko Profetssional Circular Saw 

Circular saw with high quality blade and maximum cutting depth. Flexibility in any situation of use. Power 1200 W / 5500 rpm",393,Tools
14866,ECONOMIC ENKHO IRONING SYSTEM ON OFFER,ECONOMIC ENKHO IRONING SYSTEM ON OFFER,298,Ironing & Laundry
14867,Enhko straightening comb,Enhko straightening comb,58,Small Appliances
14868,Enkho 13 L electric ventilated oven,"Enkho 13 L electric ventilated oven

Ventilated electric oven with 13 liter capacity , 60-minute timer, double glass door and 4 cooking modes : from above, from below, from above and below and ventilated. Accessories : gray in stainless steel, drip pan and crumb tray. From 70 ° C to 170 ° C the ventilated function is activated, from 100 ° C to 200 ° C the ventilation function is off. Power 1200 W , size 39.5x34x25 cm.",301, Microwave Ovens
14869,Enkho Electric fryer with adjustable thermostat,"Enkho Electric fryer with adjustable thermostat 

2L

2000 W electric fryer with adjustable thermostat , steel structure and removable tank. Maximum filling quantity 2 liters",58,Small Appliances
14870,"Cabinet with 6 compartments ""Near you""","Cabinet with 6 compartments ""Near you""
Practical multifunctional furniture with 6 compartments to better organize your home giving it a touch of style. Material: particle board. Dimensions: 60 x 29 x 90 h. cm.",281,Home Furniture
14872,Mini Blender,Mini Blender,300, Mixing & Blending
14873,Enkho Electric juicer,"Enkho Electric juicer

Citrus juicer with body and cones in stainless steel and with steel filter to separate the seeds from the juice. It is capable of pouring juice directly into the glass and has a die-cast aluminum squeezing handle. It has a drip-proof design and a practical compartment to house the cable. Power 130 W",300, Mixing & Blending
14874,Enkho Air Fryer 11 Liters,"Enkho Air Fryer 11 Liters

Air fryer with 8 programs, temperature up to 200 degrees, 60-minute timer, touch panel , internal light, 2000 W power. Included: rotisserie, dripping pan, 3 grills, basket",301, Microwave Ovens
14875,Enkho Professional Cordless jigsaw,"Enkho Professional Cordless jigsaw

Jigsaw with LED work light, tool-free blade change, integrated vacuum cleaner, 3-stage pendulum motion",393,Tools
14876,Enkho Espresso machine,Enkho Espresso machine,58,Small Appliances
14877,Enkho Cold juice extractor,Enkho Cold juice Extractor,300, Mixing & Blending
14878,Loafers,Black / brown loafers,243,Shoes
14879,Loafers,Brown loafers,243,Shoes
14880,Loafers,Male shoes available in all sizes,243,Shoes
14881,Loafers,Male shoes,243,Shoes
14882,Loafers,Black shoes,243,Shoes
14883,Loafers,Black male shoes,243,Shoes
14884,Loafers,Grey male shoes,243,Shoes
14885,Loafers,Brown male shoes,243,Shoes
14886,Loafers,Brown lace Male shoes,243,Shoes
14887,Loafers,Oxblood male loafers,243,Shoes
14888,Loafers,Brown male lace shoes,88,Men's Fashion
14889,Loafers,Brown male shoes,243,Shoes
14890,Loafers,Blue male shoes,243,Shoes
14891,Loafers,Brown and white lace male shoes,243,Shoes
14892,Loafers,Blue male shoes,243,Shoes
14893,Loafers,Brown velvet male shoes,243,Shoes
14894,Loafers,Brown male shoes,243,Shoes
14895,Loafers,Male shoes,243,Shoes
14896,Loafers,Black male lace shoes,243,Shoes
14897,Loafers,Brown male leather shoes,243,Shoes
14898,Loafers,Black male shoes,243,Shoes
14899,Loafers,Brown male shoes,243,Shoes
14900,Loafers,Brown male shoes,243,Shoes
14901,Loafers,Brown male shoes,243,Shoes
14902,Loafers,Black oxblood male shoes,243,Shoes
14903,Loafers,Brown male shoes,243,Shoes
14904,Loafers,Male shoes,243,Shoes
14905,Loafers,Brown male shoes,243,Shoes
14906,Loafers,Black male shoes,243,Shoes
14907,Loafers,Dark brown male shoes,243,Shoes
14908,Loafers,Back male shoes,243,Shoes
14909,Loafers,Blue male shoes,243,Shoes
14910,High heel shoes,Red covered high heel shoes,254,Shoes
14911,Medium Heel Sandals,Silver medium heel sandals,89,Women's Fashion
14912,Covered medium heel shoes,Purple high heel covered shoes,254,Shoes
14913,Low heel shoes,Light purple low heel covered shoes,254,Shoes
14914,High heel covered shoes,Silver high heel covered bridal shoes,254,Shoes
14915,Medium heel covered shoes,Silver medium heel covered shoes,254,Shoes
14916,Low heel ballerine,Low black ballerinas,254,Shoes
14917,High heel covered shoes,Red high heel shoes,254,Shoes
14918,Low Heel Ballerinas,Black Low Heel Ballerinas,254,Shoes
14919,High heel covered shoes,White high heel covered shoes,254,Shoes
14920,High heel covered shoes,Silver bridal shimmering high heel covered shoe,254,Shoes
14921,Medium heel covered shoe,Medium heel covered shoe,254,Shoes
14922,Ballerines,Ballerine,254,Shoes
14923,Medium heel covered shoe,Medium heel covered shoe,254,Shoes
14924,High heel covered shoes,Bridal High heel covered shoes,254,Shoes
14925,High heel covered shoes,High heel covered shoes,254,Shoes
14926,High heel covered shoes,Red High heel covered shoes,254,Shoes
14927,Chunky heel covered shoes,Chunky heel covered shoes,254,Shoes
14928,Low heel shoes,Low heel shoes,254,Shoes
14929,High heel sandals,High heel sandals,254,Shoes
14930,Hermes Handbag,Silver Hermès Handbag,257,Handbags & Wallets
14931,Christian Dior handbag,Red Christian Dior Handbag,257,Handbags & Wallets
14932,Christian Dior,Black Christian Dior Handbag,254,Shoes
14933,Long Sleeve Shirt and Trouser,Quality,242,Clothing
14934,Pullover,Quality,414,Clothing
14935,Shirt and Trouser,Quality,242,Clothing
14936,Shirt and Trouser,Quality,242,Clothing
14937,Suit,Quality,242,Clothing
14938,Suit,Quality,242,Clothing
14939,Robot Smoothie,.,300, Mixing & Blending
14940,Micro Onde,20 litres,301, Microwave Ovens
14941,Seche cheveux,.,52,Hair care
14942,Juice Maker,.,300, Mixing & Blending
14943,Table de billard,.,379,Other Products
14944,Robot Smoothie,.,300, Mixing & Blending
14945,Mocassins,Mocassin,273,Shoes
14946,Shoes,Toddler shoe,276,Shoes
14947,Shoe,Pink shoe for Toddlers,276,Shoes
14948,Shoe,Red shoes for Toddlers,276,Shoes
14949,Shoe,Oxblood shoe for toddlers,254,Shoes
14950,Shoe,Pink shoe for Toddlers,276,Shoes
14951,Shoe,White shoes for toddlers,276,Shoes
14952,Tennis,Tennis for toddlers,273,Shoes
14953,Shoe,White ballerina for toddlers,276,Shoes
14954,Tennis shoe,Tennis shoe ( unisex for kids ),273,Shoes
14955,Tennis shoe for kids,Tennis shoe ( unisex for kids ),273,Shoes
14956,Kids Sandals,White sandals for Teenagers,276,Shoes
14957,Kids Sandals,Black sandals for teenagers,276,Shoes
14958,Tecno Spark,Tecno Spark 4gb ram 64gb internal storage,61,Smartphones
14959,infinix hot 20i 128gb,Infinix hot 20i 7gb ram 128gb internal storage,61,Smartphones
14960,infinix hot 20i 64gb,Infinix hot 20i 64gb internal storage 4gb ram,61,Smartphones
14961,RedmiNote,Redmi  Note,61,Smartphones
14962,Oraimo earpod,Earpods,315, Earphones & Headsets
14963,Tecno Camon 19 Pro,Tecno Camon 19 Pro,61,Smartphones
14964,Laptop,Laptop  hope 10pro 2021,154, Laptops
14965,Tecno Camon 19,Tecno Camon 19,61,Smartphones
14966,Tecno Spark 9,Tecno Spark 9,61,Smartphones
14967,Tecno Spark 9pro,Tecno Spark  9pro,61,Smartphones
14968,Tecno Spark,Tecno Spark,61,Smartphones
14969,kids tablet 9pro,Kids tablet,151, Educational Tablets
14970,Tecno pova Neo 128+6,Tecno pova Neo (128+6)=115.000),61,Smartphones
14971,Tecno pova Neo (64+4),Tecno pova Neo (64+4)=85.000,61,Smartphones
14972,Wireless mouse,Wireless mouse,64, Computer Accessories
14973,Wireless headset,Wireless headsets,62,Mobile Accessories
14974,headset,Headsets,62,Mobile Accessories
14975,500gb Hard Drive,500gb HD,64, Computer Accessories
14976,1TB External Hard Drive,1TB  External Hard drive,64, Computer Accessories
14977,1000mAh Power Bank,Power bank,62,Mobile Accessories
14978,2TB External Hard Drive,2TB harddrive,64, Computer Accessories
14979,4TB External Hard Drive,4TB Harddrive,66, Network Accessories
14980,Acer swift3(icore5),Acer laptop,154, Laptops
14981,Original Distributor,Original Distributor,379,Other Products
14982,Breaking 1300 square meters Fenced Level Land,Breaking 1300 square meters Fenced Level Land 50 Meters from the Tar in Mile 17 Buea,241, Land
14983,Breaking 4000 Square Meters of Titled Land Mile 15 Buea,Breaking 4000 Square Meters of Titled Land on The Tar Close to Pax Mile 15 Buea,241, Land
14984,Breaking Land 435 Square Meters Land Opposite Total Molyko Buea,Breaking Land 435 Square Meters Land Opposite Total Molyko Buea,241, Land
14985,Breaking 465 Square Meters of Land on The Main street in Molyko Buea,Breaking 465 Square Meters of Land on The Main street in Molyko Buea,241, Land
14986,Beautiful Appartment Building Opposite Chariot Hotel Buea with Land Title For Sale,Beautiful Appartment Building Opposite Chariot Hotel Buea with Land Title For Sale,240,House
14987,Incomplete 2 Story Appartment Building For Sale Besides HIMS University At Mayor Street Molyko Buea,Incomplete 2 Story Appartment Building For Sale Besides HIMS University At Mayor Street Molyko Buea,240,House
14988,Building Behind Burj Khalifa Molyko For Sale,Building Behind Burj Khalifa Molyko For Sale,240,House
14989,Breaking Vast Swats of Level Land 500 Square Meters Behind Mariton Hotel At Clark's Quarters Buea,Breaking Vast Swats of Level Land 500 Square Meters Behind Mariton Hotel At Clark's Quarters Buea,241, Land
14990,Breaking Villa Sale in Sandpit Buea Behind Former GCE Board Building,Breaking Villa Sale in Sandpit Buea Behind Former GCE Board Building,240,House
14991,Breaking Sales in UB Street. The Magnificient Famous Ship Shaped British Colledge Building Available for Sale,Breaking Sales in UB Street. The Magnificient Famous Ship Shaped British Colledge Building Available for Sale,240,House
14992,Breaking Villa At Sandpit Buea For Sale,Breaking Villa At Sandpit Buea For Sale,240,House
14993,893m2 of land behind Nabesk college for sale,893m2 of land behind Nabesk college for sale,241, Land
14994,900 Square Meters of Titled Land in Mile 18 Buea,900 Square Meters of Titled Land in Mile 18 Buea,241, Land
14995,"Samsung Galaxy Note 5 45,000fcfa","Samsung Galaxy Note 5

Fairly used 

32GB 

Promotion only on Buyam",61,Smartphones
